LineId,EventId,program_pid,Content,Level,Duration,Program,EventTemplate
1191,E1549,NetworkManager  pid: 582,Loaded device plugin: NMAtmManager (/usr/lib/x86_64-linux-gnu/NetworkManager/libnm-device-plugin-adsl.so),info,1467205191.2899,,Loaded device plugin: NMVlanFactory (<*>)
1192,E1125,kernel,Initializing cgroup subsys freezer,,    0.025705,,Initializing cgroup subsys <*>
1193,E1642,systemd  pid: 879,Received SIGRTMIN+24 from PID 2191 (kill).,,,,Received <*> from PID <*> (<*>).
1194,E1240,kernel,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_S1_] (20150930/hwxface-580),,    0.186421,,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_<*>_] (<*>)
1195,E1105,kernel,Early memory node ranges,,    0.000000,,Early memory node ranges
1196,E1846,lightdm,PAM unable to dlopen(pam_kwallet.so): /lib/security/pam_kwallet.so: cannot open shared object file: No such file or directory,,,,PAM unable to <*> <*> cannot open shared object file: No such file or directory
1197,E1344,kernel,io scheduler cfq registered,,    0.615152,,io scheduler cfq registered
1198,E1125,kernel,Initializing cgroup subsys hugetlb,,    0.025710,,Initializing cgroup subsys <*>
1199,E1129,kernel,Intel GenuineIntel,,    0.000000,,Intel GenuineIntel
1200,E1556,NetworkManager  pid: 585,device (enp0s3): state change: secondaries -> activated (reason 'none') [90 100 0],info,1466518840.2385,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
1201,E1589,NetworkManager  pid: 567,manager: startup complete,info,1467290571.9614,,manager: startup complete
1202,E1297,kernel,SCSI subsystem initialized,,    0.202149,,SCSI subsystem initialized
1203,E1183,kernel,Security Framework initialized,,    0.026093,,Security Framework initialized
1204,E1549,NetworkManager  pid: 582,Loaded device plugin: NMTunFactory (internal),info,1467205191.2843,,Loaded device plugin: NMVlanFactory (<*>)
1205,E1070,kernel,Base memory trampoline at [ffff880000099000] 99000 size 24576,,    0.000000,,Base memory trampoline at [<*>] <*> size <*>
1206,E1225,kernel,pinctrl core: initialized pinctrl subsystem,,    0.183293,,pinctrl core: initialized pinctrl subsystem
1207,E1125,kernel,Initializing cgroup subsys cpuacct,,    0.000000,,Initializing cgroup subsys <*>
1208,E1123,kernel,Hierarchical RCU implementation.,,    0.000000,,Hierarchical RCU implementation.
1209,E1489,kernel,"audit: type=1400 audit(1467205190.340:2): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/lightdm/lightdm-guest-session"" pid=368 comm=""apparmor_parser""",,    4.538198,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1210,E1352,kernel,GHES: HEST is not enabled!,,    0.615476,,GHES: HEST is not enabled!
1211,E1537,NetworkManager  pid: 572,(31076640) ... get_connections.,info,1466518545.5965,,<*> ... get_connections.
1212,E1556,NetworkManager  pid: 572,device (enp0s3): state change: ip-check -> secondaries (reason 'none') [80 90 0],info,1466518545.8335,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
1213,E1489,kernel,"audit: type=1400 audit(1467205190.356:9): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/sbin/cups-browsed"" pid=372 comm=""apparmor_parser""",,    4.546179,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1214,E1089,kernel,CPU MTRRs all blank - virtualized system.,,    0.000000,,CPU MTRRs all blank - virtualized system.
1215,E1090,kernel,------------[ cut here ]------------,,    0.000000,,------------[ cut here ]------------
1216,E1590,NetworkManager  pid: 572,WiFi hardware radio set enabled,info,1466518555.9792,,<*> hardware radio set enabled
1217,E1482,kernel,floppy0: no floppy controllers found,,    3.893745,,floppy0: no floppy controllers found
1218,E1549,NetworkManager  pid: 582,Loaded device plugin: NMWifiFactory (/usr/lib/x86_64-linux-gnu/NetworkManager/libnm-device-plugin-wifi.so),info,1467205191.2955,,Loaded device plugin: NMVlanFactory (<*>)
1219,E1124,kernel,Hypervisor detected: KVM,,    0.000000,,Hypervisor detected: KVM
1220,E1228,kernel,cpuidle: using governor ladder,,    0.183212,,cpuidle: using governor <*>
1221,E1556,NetworkManager  pid: 585,device (enp0s3): state change: ip-check -> secondaries (reason 'none') [80 90 0],info,1466518840.2376,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
1222,E1483,kernel,work still pending,,    3.901944,,work still pending
1223,E1530,NetworkManager  pid: 585,init!,info,1466518839.9475,,init!
1224,E1814,systemd-timesyncd  pid: 334,Synchronized to time server 91.189.94.4:123 (ntp.ubuntu.com).,,,,Synchronized to time server <*> (ntp.ubuntu.com).
1225,E1485,kernel,lp: driver loaded but no devices found,,    5.582925,,lp: driver loaded but no devices found
1226,E1010,anacron  pid: 513,Will run job `cron.weekly' in 10 min.,,,,Will run job <*> in <*> min.
1227,E1088,kernel,CPUID[0d  0b]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1228,E1088,kernel,CPUID[0d  01]: eax=00000000 ebx=000003c0 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1229,E1901,systemd  pid: 1,Reloading.,,,,Reloading.
1230,E1612,pulseaudio  pid: 1189,authkey.c: Failed to load authentication key '/home/stefan/.config/pulse/cookie': No such file or directory,,,pulseaudio,authkey.c: Failed to load authentication key <*> No such file or directory
1231,E1240,kernel,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_S3_] (20150930/hwxface-580),,    0.186229,,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_<*>_] (<*>)
1232,E1661,systemd  pid: 1,Listening on D-Bus System Message Bus Socket.,,,,Listening on D-Bus System Message Bus Socket.
1233,E1416,kernel,PM: Hibernation image not present or could not be loaded.,,    0.672574,,PM: Hibernation image not present or could not be loaded.
1234,E1156,kernel,PM: Registered nosave memory: [mem 0x00000000-0x00000fff],,    0.000000,,PM: Registered nosave memory: [mem <*>-<*>]
1235,E1125,kernel,Initializing cgroup subsys memory,,    0.026796,,Initializing cgroup subsys <*>
1236,E1352,kernel,GHES: HEST is not enabled!,,    0.616915,,GHES: HEST is not enabled!
1237,E1846,lightdm,PAM unable to dlopen(pam_kwallet.so): /lib/security/pam_kwallet.so: cannot open shared object file: No such file or directory,,,,PAM unable to <*> <*> cannot open shared object file: No such file or directory
1238,E1088,kernel,CPUID[0d  09]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1239,E1294,kernel,PCI: Using ACPI for IRQ routing,,    0.202323,,PCI: Using ACPI for IRQ routing
1240,E1009,anacron  pid: 517,Jobs will be executed sequentially,,,,Jobs will be executed sequentially
1241,E1397,kernel,ledtrig-cpu: registered to indicate activity on CPUs,,    0.681483,,ledtrig-cpu: registered to indicate activity on CPUs
1242,E1357,kernel,loop: module loaded,,    0.620077,,loop: module loaded
1243,E1357,kernel,loop: module loaded,,    0.620077,,loop: module loaded
1244,E1549,NetworkManager  pid: 567,Loaded device plugin: NMBondFactory (internal),info,1467290566.6340,,Loaded device plugin: NMVlanFactory (<*>)
1245,E1400,kernel,Key type dns_resolver registered,,    0.676907,,Key type dns_resolver registered
1246,E1846,lightdm,PAM unable to dlopen(pam_kwallet.so): /lib/security/pam_kwallet.so: cannot open shared object file: No such file or directory,,,,PAM unable to <*> <*> cannot open shared object file: No such file or directory
1247,E1533,NetworkManager  pid: 582,devices added (path: /sys/devices/virtual/net/lo  iface: lo),info,1467205191.0667,,devices added (path: <*>  iface: <*>)
1248,E1631,rtkit-daemon  pid: 1113,Watchdog thread running.,,,,Watchdog thread running.
1249,E1035,dbus  pid: 563,Successfully activated service 'org.freedesktop.PolicyKit1',,,system,Successfully activated service <*>
1250,E1135,kernel,kvm-clock: using sched offset of 3538057311 cycles,,    0.000000,,kvm-clock: using sched offset of <*> cycles
1251,E1528,NetworkManager  pid: 572,"dns-mgr[0x1da38c0]: set resolv-conf-mode: dnsmasq  plugin=""dnsmasq""",info,1466518545.4706,,"dns-mgr[<*>]: set resolv-conf-mode: dnsmasq  plugin=""dnsmasq"""
1252,E1228,kernel,cpuidle: using governor menu,,    0.183214,,cpuidle: using governor <*>
1253,E1242,kernel,ACPI: Using IOAPIC for interrupt routing,,    0.187205,,ACPI: Using IOAPIC for interrupt routing
1254,E1416,kernel,PM: Hibernation image not present or could not be loaded.,,    0.687274,,PM: Hibernation image not present or could not be loaded.
1255,E1549,NetworkManager  pid: 582,Loaded device plugin: NMVethFactory (internal),info,1467205191.2842,,Loaded device plugin: NMVlanFactory (<*>)
1256,E1585,NetworkManager  pid: 582,DNS: starting dnsmasq...,info,1467205191.4763,,DNS: starting dnsmasq...
1257,E1549,NetworkManager  pid: 572,Loaded device plugin: NMWifiFactory (/usr/lib/x86_64-linux-gnu/NetworkManager/libnm-device-plugin-wifi.so),info,1466518545.7176,,Loaded device plugin: NMVlanFactory (<*>)
1258,E1630,rtkit-daemon  pid: 1005,Supervising 2 threads of 1 processes of 1 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1259,E1081,kernel,Centaur CentaurHauls,,    0.000000,,Centaur CentaurHauls
1260,E1156,kernel,PM: Registered nosave memory: [mem 0x000a0000-0x000effff],,    0.000000,,PM: Registered nosave memory: [mem <*>-<*>]
1261,E1583,NetworkManager  pid: 582,manager: NetworkManager state is now CONNECTED_GLOBAL,info,1467205191.4761,,manager: NetworkManager state is now CONNECTED_GLOBAL
1262,E1556,NetworkManager  pid: 585,device (enp0s3): state change: unmanaged -> unavailable (reason 'managed') [10 20 2],info,1466518840.1119,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
1263,E1642,systemd  pid: 1,Received SIGRTMIN+21 from PID 332 (plymouthd).,,,,Received <*> from PID <*> (<*>).
1264,E1526,NetworkManager  pid: 582,manager[0xa721a0]: monitoring kernel firmware directory '/lib/firmware'.,info,1467205190.8594,,manager[<*>]: monitoring kernel firmware directory '/lib/firmware'.
1265,E1125,kernel,Initializing cgroup subsys devices,,    0.025703,,Initializing cgroup subsys <*>
1266,E1489,kernel,"audit: type=1400 audit(1467290565.756:4): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/sbin/dhclient"" pid=371 comm=""apparmor_parser""",,    5.950977,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1267,E1080,kernel,Call Trace:,,    0.000000,,Call Trace:
1268,E1356,kernel,brd: module loaded,,    0.617726,,brd: module loaded
1269,E1549,NetworkManager  pid: 567,Loaded device plugin: NMTunFactory (internal),info,1467290566.6340,,Loaded device plugin: NMVlanFactory (<*>)
1270,E1107,kernel,Faking a node at [mem 0x0000000000000000-0x000000002ffeffff],,    0.000000,,Faking a node at [mem <*>-<*>]
1271,E1075,kernel,BRK [0x02202000  0x02202fff] PGTABLE,,    0.000000,,BRK [<*>  <*>] PGTABLE
1272,E1296,kernel,e820: reserve RAM buffer [mem 0x2fff0000-0x2fffffff],,    0.205783,,e820: reserve RAM buffer [mem <*>]
1273,E1090,kernel,------------[ cut here ]------------,,    0.000000,,------------[ cut here ]------------
1274,E1642,systemd  pid: 867,Received SIGRTMIN+24 from PID 13974 (kill).,,,,Received <*> from PID <*> (<*>).
1275,E1645,systemd  pid: 1,Stopped target Multi-User System.,,,,Stopped target <*>
1276,E1635,systemd-modules-load  pid: 211,Inserted module 'lp',,,,Inserted module <*>
1277,E1235,kernel,ACPI: Added _OSI(Processor Device),,    0.184622,,ACPI: Added _OSI(Processor Device)
1278,E1105,kernel,Early memory node ranges,,    0.000000,,Early memory node ranges
1279,E1607,org.gtk.vfs.Daemon  pid: 901,A connection to the bus can't be made,,,,A connection to the bus can't be made
1280,E1156,kernel,PM: Registered nosave memory: [mem 0x000a0000-0x000effff],,    0.000000,,PM: Registered nosave memory: [mem <*>-<*>]
1281,E1556,NetworkManager  pid: 567,device (enp0s3): state change: disconnected -> prepare (reason 'none') [30 40 0],info,1467290566.7537,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
1282,E1589,NetworkManager  pid: 585,manager: startup complete,info,1466518844.9570,,manager: startup complete
1283,E1235,kernel,ACPI: Added _OSI(Processor Device),,    0.184549,,ACPI: Added _OSI(Processor Device)
1284,E1482,kernel,floppy0: no floppy controllers found,,    3.901836,,floppy0: no floppy controllers found
1285,E1088,kernel,CPUID[0d  03]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1286,E1556,NetworkManager  pid: 585,device (enp0s3): state change: ip-check -> secondaries (reason 'none') [80 90 0],info,1466518840.2376,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
1287,E1532,NetworkManager  pid: 572,device added (path: /sys/devices/pci0000:00/0000:00:03.0/net/enp0s3  iface: enp0s3): no ifupdown configuration found.,info,1466518545.5948,,device added (path: <*>  iface: <*>): no ifupdown configuration found.
1288,E1088,kernel,CPUID[0d  00]: eax=00000007 ebx=00000440 ecx=00000440 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1289,E1142,kernel,MTRR default type: uncachable,,    0.000000,,MTRR default type: uncachable
1290,E1242,kernel,ACPI: Using IOAPIC for interrupt routing,,    0.186432,,ACPI: Using IOAPIC for interrupt routing
1291,E1294,kernel,PCI: Using ACPI for IRQ routing,,    0.203397,,PCI: Using ACPI for IRQ routing
1292,E1088,kernel,CPUID[0d  02]: eax=00000100 ebx=00000240 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1293,E1590,NetworkManager  pid: 582,WWAN hardware radio set enabled,info,1467205200.9616,,<*> hardware radio set enabled
1294,E1156,kernel,PM: Registered nosave memory: [mem 0x000a0000-0x000effff],,    0.000000,,PM: Registered nosave memory: [mem <*>-<*>]
1295,E1489,kernel,"audit: type=1400 audit(1466518839.336:3): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/lightdm/lightdm-guest-session//chromium"" pid=365 comm=""apparmor_parser""",,    4.529265,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1296,E1204,kernel,ftrace: allocating 31907 entries in 125 pages,,    0.050858,,ftrace: allocating <*> entries in <*> pages
1297,E1125,kernel,Initializing cgroup subsys hugetlb,,    0.025710,,Initializing cgroup subsys <*>
1298,E1070,kernel,Base memory trampoline at [ffff880000099000] 99000 size 24576,,    0.000000,,Base memory trampoline at [<*>] <*> size <*>
1299,E1125,kernel,Initializing cgroup subsys hugetlb,,    0.026807,,Initializing cgroup subsys <*>
1300,E1532,NetworkManager  pid: 582,device added (path: /sys/devices/virtual/net/lo  iface: lo): no ifupdown configuration found.,info,1467205191.0667,,device added (path: <*>  iface: <*>): no ifupdown configuration found.
1301,E1125,kernel,Initializing cgroup subsys cpuacct,,    0.000000,,Initializing cgroup subsys <*>
1302,E1844,lightdm,PAM adding faulty module: pam_kwallet5.so,,,,PAM adding faulty module: <*>
1303,E1240,kernel,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_S2_] (20150930/hwxface-580),,    0.185335,,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_<*>_] (<*>)
1304,E1228,kernel,cpuidle: using governor ladder,,    0.183563,,cpuidle: using governor <*>
1305,E1645,systemd  pid: 867,Stopped target Default.,,,,Stopped target <*>
1306,E1533,NetworkManager  pid: 567,devices added (path: /sys/devices/virtual/net/lo  iface: lo),info,1467290566.4215,,devices added (path: <*>  iface: <*>)
1307,E1302,kernel,NetLabel:  unlabeled traffic allowed by default,,    0.203640,,NetLabel:  unlabeled traffic allowed by default
1308,E1642,systemd  pid: 1026,Received SIGRTMIN+24 from PID 2028 (kill).,,,,Received <*> from PID <*> (<*>).
1309,E1157,kernel,Policy zone: DMA32,,    0.000000,,Policy zone: DMA32
1310,E1630,rtkit-daemon  pid: 1019,Supervising 1 threads of 1 processes of 1 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1311,E1525,NetworkManager  pid: 582,Read config: /etc/NetworkManager/NetworkManager.conf,info,1467205190.8435,,Read config: /etc/NetworkManager/NetworkManager.conf
1312,E1231,kernel,ACPI: bus type PCI registered,,    0.183602,,ACPI: bus type PCI registered
1313,E1589,NetworkManager  pid: 572,manager: startup complete,info,1466518550.9752,,manager: startup complete
1314,E1510,kernel,AES CTR mode by8 optimization enabled,,    4.931879,,AES CTR mode by8 optimization enabled
1315,E1858,systemd-logind  pid: 586,System is powering down.,,,,System is powering down.
1316,E1213,kernel,KVM setup paravirtual spinlock,,    0.181241,,KVM setup paravirtual spinlock
1317,E1645,systemd  pid: 909,Stopped target Paths.,,,,Stopped target <*>
1318,E1583,NetworkManager  pid: 572,manager: NetworkManager state is now CONNECTED_GLOBAL,info,1466518545.8355,,manager: NetworkManager state is now CONNECTED_GLOBAL
1319,E1332,kernel,Initialise system trusted keyring,,    0.600434,,Initialise system trusted keyring
1320,E1035,dbus  pid: 557,Successfully activated service 'org.freedesktop.nm_dispatcher',,,system,Successfully activated service <*>
1321,E1678,systemd  pid: 1,Reloading OpenBSD Secure Shell server.,,,,Reloading OpenBSD Secure Shell server.
1322,E1125,kernel,Initializing cgroup subsys freezer,,    0.026571,,Initializing cgroup subsys <*>
1323,E1034,dbus  pid: 563,Activating via systemd: service name='org.freedesktop.RealtimeKit1' unit='rtkit-daemon.service',,,system,Activating via systemd: service name=<*> unit=<*>
